Year,Month,Day,Hour,Minute,Temperature,,,
2016,11,30,15,0,6.88,,,
2016,11,30,16,0,7.2,,,
2016,11,30,17,0,6.5,,,
2016,11,30,18,0,5.75,,,
2016,11,30,19,0,4.99,,,
2016,11,30,20,0,4.46,,,
2016,11,30,21,0,2.75,,,
2016,11,30,22,0,1.61,,,
2016,11,30,23,0,1.92,,,
2016,12,1,0,0,2,,,
2016,12,1,1,0,1.62,,,
2016,12,1,2,0,1.51,,,
2016,12,1,3,0,1.75,,,
2016,12,1,4,0,1.95,,,
2016,12,1,5,0,2.16,,,
2016,12,1,6,0,2.46,,,
2016,12,1,7,0,2.48,,,
2016,12,1,8,0,2.72,,,
2016,12,1,9,0,3.3,,,
2016,12,1,10,0,3.51,,,
2016,12,1,11,0,4.32,,,
2016,12,1,12,0,5.64,,,
2016,12,1,13,0,6.22,,,
2016,12,1,14,0,7.13,,,
2016,12,1,15,0,7.6,,,
2016,12,1,16,0,7.39,,,
2016,12,1,17,0,6.89,,,
2016,12,1,18,0,6.12,,,
2016,12,1,19,0,5.65,,,
2016,12,1,20,0,5.15,,,
2016,12,1,21,0,3.89,,,
2016,12,1,22,0,2.92,,,
2016,12,1,23,0,3,,,
2016,12,2,0,0,2.87,,,
2016,12,2,1,0,2.94,,,
2016,12,2,2,0,2.65,,,
2016,12,2,3,0,2.08,,,
2016,12,2,4,0,1.31,,,
2016,12,2,5,0,0.54,,,
2016,12,2,6,0,0.2,,,
2016,12,2,7,0,0.16,,,
2016,12,2,8,0,0.01,,,
2016,12,2,9,0,0.34,,,
2016,12,2,10,0,1.27,,,
2016,12,2,11,0,2.23,,,
2016,12,2,12,0,2.96,,,
2016,12,2,13,0,4.31,,,
2016,12,2,14,0,5.36,,,
2016,12,2,15,0,5.89,,,
2016,12,2,16,0,5.89,,,
2016,12,2,17,0,5.63,,,
2016,12,2,18,0,4.76,,,
2016,12,2,19,0,3.81,,,
2016,12,2,20,0,2.86,,,
2016,12,2,21,0,2.05,,,
2016,12,2,22,0,1.6,,,
2016,12,2,23,0,1.3,,,
2016,12,3,0,0,0.92,,,
2016,12,3,1,0,0.56,,,
2016,12,3,2,0,0.08,,,
2016,12,3,3,0,-0.27,,,
2016,12,3,4,0,-0.34,,,
2016,12,3,5,0,-0.51,,,
2016,12,3,6,0,-0.02,,,
2016,12,3,7,0,0.41,,,
2016,12,3,8,0,-0.64,,,
2016,12,3,9,0,-0.55,,,
2016,12,3,10,0,-0.02,,,
2016,12,3,11,0,1,,,
2016,12,3,12,0,3.76,,,
2016,12,3,13,0,4.06,,,
2016,12,3,14,0,5.79,,,
2016,12,3,15,0,7.31,,,
2016,12,3,16,0,6.17,,,
2016,12,3,17,0,5.09,,,
2016,12,3,18,0,3.35,,,
2016,12,3,19,0,2.6,,,
2016,12,3,20,0,1.91,,,
2016,12,3,21,0,1.22,,,
2016,12,3,22,0,0.81,,,
2016,12,3,23,0,0.34,,,
2016,12,4,0,0,0.03,,,
2016,12,4,1,0,0.02,,,
2016,12,4,2,0,0.13,,,
2016,12,4,3,0,-0.16,,,
2016,12,4,4,0,-0.2,,,
2016,12,4,5,0,-0.18,,,
2016,12,4,6,0,-0.32,,,
2016,12,4,7,0,-0.35,,,
2016,12,4,8,0,-0.36,,,
2016,12,4,9,0,0.34,,,
2016,12,4,10,0,1.35,,,
2016,12,4,11,0,2.62,,,
2016,12,4,12,0,3.68,,,
2016,12,4,13,0,4.97,,,
2016,12,4,14,0,6.02,,,
2016,12,4,15,0,6.39,,,
2016,12,4,16,0,5.81,,,
2016,12,4,17,0,4.3,,,
2016,12,4,18,0,2.22,,,
2016,12,4,19,0,1.35,,,
2016,12,4,20,0,1.1,,,
2016,12,4,21,0,1.06,,,
2016,12,4,22,0,1.44,,,
2016,12,4,23,0,1.27,,,
2016,12,5,0,0,1.32,,,
2016,12,5,1,0,1.47,,,
2016,12,5,2,0,1.37,,,
2016,12,5,3,0,0.64,,,
2016,12,5,4,0,-0.35,,,
2016,12,5,5,0,-1.08,,,
2016,12,5,6,0,-1.4,,,
2016,12,5,7,0,-1.36,,,
2016,12,5,8,0,-1.39,,,
2016,12,5,9,0,-0.71,,,
2016,12,5,10,0,1.31,,,
2016,12,5,11,0,3.44,,,
2016,12,5,12,0,4.57,,,
2016,12,5,13,0,6.44,,,
2016,12,5,14,0,7.59,,,
2016,12,5,15,0,7.97,,,
2016,12,5,16,0,7.67,,,
2016,12,5,17,0,6.44,,,
2016,12,5,18,0,5.11,,,
2016,12,5,19,0,4.47,,,
2016,12,5,20,0,3.84,,,
2016,12,5,21,0,3.17,,,
2016,12,5,22,0,2.59,,,
2016,12,5,23,0,2.17,,,
2016,12,6,0,0,1.91,,,
2016,12,6,1,0,2,,,
2016,12,6,2,0,2.02,,,
2016,12,6,3,0,2.04,,,
2016,12,6,4,0,1.99,,,
2016,12,6,5,0,1.8,,,
2016,12,6,6,0,1.63,,,
2016,12,6,7,0,1.53,,,
2016,12,6,8,0,1.26,,,
2016,12,6,9,0,1.53,,,
2016,12,6,10,0,2.68,,,
2016,12,6,11,0,4.18,,,
2016,12,6,12,0,6.07,,,
2016,12,6,13,0,8.01,,,
2016,12,6,14,0,9,,,
2016,12,6,15,0,9.16,,,
2016,12,6,16,0,9.01,,,
2016,12,6,17,0,8.08,,,
2016,12,6,18,0,6.48,,,
2016,12,6,19,0,5.16,,,
2016,12,6,20,0,4.38,,,
2016,12,6,21,0,4.07,,,
2016,12,6,22,0,3.37,,,
2016,12,6,23,0,2.54,,,
2016,12,7,0,0,1.9,,,
2016,12,7,1,0,2.04,,,
2016,12,7,2,0,1.46,,,
2016,12,7,3,0,1,,,
2016,12,7,4,0,0.69,,,
2016,12,7,5,0,0.65,,,
2016,12,7,6,0,1.09,,,
2016,12,7,7,0,1.11,,,
2016,12,7,8,0,0.77,,,
2016,12,7,9,0,1.2,,,
2016,12,7,10,0,2.29,,,
2016,12,7,11,0,3.85,,,
2016,12,7,12,0,5.76,,,
2016,12,7,13,0,7.91,,,
2016,12,7,14,0,8.8,,,
2016,12,7,15,0,8.71,,,
2016,12,7,16,0,8.31,,,
2016,12,7,17,0,7,,,
2016,12,7,18,0,5.61,,,
2016,12,7,19,0,5.03,,,
2016,12,7,20,0,4.92,,,
2016,12,7,21,0,4.43,,,
2016,12,7,22,0,3.73,,,
2016,12,7,23,0,3.47,,,
2016,12,8,0,0,3.94,,,
2016,12,8,1,0,4.03,,,
2016,12,8,2,0,3.09,,,
2016,12,8,3,0,2.55,,,
2016,12,8,4,0,2.9,,,
2016,12,8,5,0,3.41,,,
2016,12,8,6,0,3.99,,,
2016,12,8,7,0,4.05,,,
2016,12,8,8,0,4.01,,,
2016,12,8,9,0,4.28,,,
2016,12,8,10,0,4.66,,,
2016,12,8,11,0,4.9,,,
2016,12,8,12,0,6.47,,,
2016,12,8,13,0,8.32,,,
2016,12,8,14,0,9.53,,,
2016,12,8,15,0,9.83,,,
2016,12,8,16,0,9.99,,,
2016,12,8,17,0,9.85,,,
2016,12,8,18,0,9.14,,,
2016,12,8,19,0,8.4,,,
2016,12,8,20,0,8.1,,,
2016,12,8,21,0,7.48,,,
2016,12,8,22,0,7.06,,,
2016,12,8,23,0,6.6,,,
2016,12,9,0,0,6.46,,,
2016,12,9,1,0,6.47,,,
2016,12,9,2,0,6.25,,,
2016,12,9,3,0,5.95,,,
2016,12,9,4,0,5.41,,,
2016,12,9,5,0,5.31,,,
2016,12,9,6,0,5.38,,,
2016,12,9,7,0,5.5,,,
2016,12,9,8,0,5.6,,,
2016,12,9,9,0,5.65,,,
2016,12,9,10,0,5.84,,,
2016,12,9,11,0,5.94,,,
2016,12,9,12,0,7.44,,,
2016,12,9,13,0,8.11,,,
2016,12,9,14,0,9.13,,,
2016,12,9,15,0,9.31,,,
2016,12,9,16,0,9.41,,,
2016,12,9,17,0,9.15,,,
2016,12,9,18,0,8.61,,,
2016,12,9,19,0,8.17,,,
2016,12,9,20,0,7.64,,,
2016,12,9,21,0,7.39,,,
2016,12,9,22,0,7.18,,,
2016,12,9,23,0,6.83,,,
2016,12,10,0,0,6.64,,,
2016,12,10,1,0,6.54,,,
2016,12,10,2,0,6.53,,,
2016,12,10,3,0,6.36,,,
2016,12,10,4,0,6.26,,,
2016,12,10,5,0,6.3,,,
2016,12,10,6,0,6.27,,,
2016,12,10,7,0,6.11,,,
2016,12,10,8,0,5.97,,,
2016,12,10,9,0,6.11,,,
2016,12,10,10,0,6.23,,,
2016,12,10,11,0,6.64,,,
2016,12,10,12,0,7.88,,,
2016,12,10,13,0,8.04,,,
2016,12,10,14,0,8.82,,,
2016,12,10,15,0,8.78,,,
2016,12,10,16,0,8.31,,,
2016,12,10,17,0,8.08,,,
2016,12,10,18,0,8.1,,,
2016,12,10,19,0,7.53,,,
2016,12,10,20,0,6.54,,,
2016,12,10,21,0,5.78,,,
2016,12,10,22,0,4.74,,,
2016,12,10,23,0,3.74,,,
2016,12,11,0,0,3.51,,,
2016,12,11,1,0,3.36,,,
2016,12,11,2,0,3.78,,,
2016,12,11,3,0,4.01,,,
2016,12,11,4,0,4.15,,,
2016,12,11,5,0,3.97,,,
2016,12,11,6,0,3.66,,,
2016,12,11,7,0,3.28,,,
2016,12,11,8,0,3.64,,,
2016,12,11,9,0,3.67,,,
2016,12,11,10,0,4.03,,,
2016,12,11,11,0,5.04,,,
2016,12,11,12,0,6.55,,,
2016,12,11,13,0,6.88,,,
2016,12,11,14,0,7.73,,,
2016,12,11,15,0,7.96,,,
2016,12,11,16,0,7.5,,,
2016,12,11,17,0,6.22,,,
2016,12,11,18,0,4.96,,,
2016,12,11,19,0,4.13,,,
2016,12,11,20,0,3.61,,,
2016,12,11,21,0,3.34,,,
2016,12,11,22,0,3.29,,,
2016,12,11,23,0,3.11,,,
2016,12,12,0,0,3.09,,,
2016,12,12,1,0,3.46,,,
2016,12,12,2,0,3.31,,,
2016,12,12,3,0,2.95,,,
2016,12,12,4,0,2.93,,,
2016,12,12,5,0,2.51,,,
2016,12,12,6,0,2.23,,,
2016,12,12,7,0,2.23,,,
2016,12,12,8,0,1.77,,,
2016,12,12,9,0,1.84,,,
2016,12,12,10,0,2.69,,,
2016,12,12,11,0,4.02,,,
2016,12,12,12,0,5.47,,,
2016,12,12,13,0,5.88,,,
2016,12,12,14,0,6.82,,,
2016,12,12,15,0,7.18,,,
2016,12,12,16,0,7.07,,,
2016,12,12,17,0,6.02,,,
2016,12,12,18,0,4.72,,,
2016,12,12,19,0,3.75,,,
2016,12,12,20,0,3.14,,,
2016,12,12,21,0,2.68,,,
2016,12,12,22,0,2.45,,,
2016,12,12,23,0,2.23,,,
2016,12,13,0,0,2.68,,,
2016,12,13,1,0,2.77,,,
2016,12,13,2,0,3.05,,,
2016,12,13,3,0,2.36,,,
2016,12,13,4,0,1.6,,,
2016,12,13,5,0,1.49,,,
2016,12,13,6,0,1.76,,,
2016,12,13,7,0,1.63,,,
2016,12,13,8,0,1.35,,,
2016,12,13,9,0,1.84,,,
2016,12,13,10,0,2.56,,,
2016,12,13,11,0,3.73,,,
2016,12,13,12,0,4.61,,,
2016,12,13,13,0,6.4,,,
2016,12,13,14,0,7.62,,,
2016,12,13,15,0,8.2,,,
2016,12,13,16,0,7.96,,,
2016,12,13,17,0,7.6,,,
2016,12,13,18,0,6.87,,,
2016,12,13,19,0,6.29,,,
2016,12,13,20,0,6.01,,,
2016,12,13,21,0,5.78,,,
2016,12,13,22,0,5.38,,,
2016,12,13,23,0,5.12,,,
2016,12,14,0,0,4.62,,,
2016,12,14,1,0,4.38,,,
2016,12,14,2,0,4.25,,,
2016,12,14,3,0,3.8,,,
2016,12,14,4,0,3.42,,,
2016,12,14,5,0,3.26,,,
2016,12,14,6,0,3.17,,,
2016,12,14,7,0,3.42,,,
2016,12,14,8,0,3.4,,,
2016,12,14,9,0,3.41,,,
2016,12,14,10,0,3.66,,,
2016,12,14,11,0,4.68,,,
2016,12,14,12,0,6.55,,,
2016,12,14,13,0,7.21,,,
2016,12,14,14,0,8.33,,,
2016,12,14,15,0,8.52,,,
2016,12,14,16,0,8.35,,,
2016,12,14,17,0,7.13,,,
2016,12,14,18,0,6.11,,,
2016,12,14,19,0,5.8,,,
2016,12,14,20,0,4.64,,,
2016,12,14,21,0,3.94,,,
2016,12,14,22,0,4.02,,,
2016,12,14,23,0,4.09,,,
2016,12,15,0,0,3.77,,,
2016,12,15,1,0,3.52,,,
2016,12,15,2,0,3.03,,,
2016,12,15,3,0,2.34,,,
2016,12,15,4,0,2.12,,,
2016,12,15,5,0,1.8,,,
2016,12,15,6,0,1.72,,,
2016,12,15,7,0,1.74,,,
2016,12,15,8,0,1.66,,,
2016,12,15,9,0,2.21,,,
2016,12,15,10,0,2.88,,,
2016,12,15,11,0,4.11,,,
2016,12,15,12,0,5.31,,,
2016,12,15,13,0,7.7,,,
2016,12,15,14,0,8.43,,,
2016,12,15,15,0,8.45,,,
2016,12,15,16,0,8.06,,,
2016,12,15,17,0,6.89,,,
2016,12,15,18,0,5.21,,,
2016,12,15,19,0,3.67,,,
2016,12,15,20,0,2.42,,,
2016,12,15,21,0,1.93,,,
2016,12,15,22,0,2.18,,,
2016,12,15,23,0,2.38,,,
2016,12,16,0,0,2.05,,,
2016,12,16,1,0,1.73,,,
2016,12,16,2,0,1.12,,,
2016,12,16,3,0,0.86,,,
2016,12,16,4,0,0.67,,,
2016,12,16,5,0,0.56,,,
2016,12,16,6,0,0.77,,,
2016,12,16,7,0,0.53,,,
2016,12,16,8,0,0.18,,,
2016,12,16,9,0,0.64,,,
2016,12,16,10,0,2.23,,,
2016,12,16,11,0,3.49,,,
2016,12,16,12,0,4.6,,,
2016,12,16,13,0,6.31,,,
2016,12,16,14,0,7.44,,,
2016,12,16,15,0,7.6,,,
2016,12,16,16,0,6.84,,,
2016,12,16,17,0,5.5,,,
2016,12,16,18,0,3.72,,,
2016,12,16,19,0,2.58,,,
2016,12,16,20,0,1.85,,,
2016,12,16,21,0,1.07,,,
2016,12,16,22,0,0.51,,,
2016,12,16,23,0,-0.09,,,
2016,12,17,0,0,-0.31,,,
2016,12,17,1,0,0.57,,,
2016,12,17,2,0,0.43,,,
2016,12,17,3,0,0.72,,,
2016,12,17,4,0,1.41,,,
2016,12,17,5,0,2,,,
2016,12,17,6,0,2.32,,,
2016,12,17,7,0,2.51,,,
2016,12,17,8,0,3.03,,,
2016,12,17,9,0,3.2,,,
2016,12,17,10,0,3.62,,,
2016,12,17,11,0,5.05,,,
2016,12,17,12,0,7.03,,,
2016,12,17,13,0,6.88,,,
2016,12,17,14,0,8.13,,,
2016,12,17,15,0,8.49,,,
2016,12,17,16,0,8.28,,,
2016,12,17,17,0,7.18,,,
2016,12,17,18,0,6.42,,,
2016,12,17,19,0,6,,,
2016,12,17,20,0,5.96,,,
2016,12,17,21,0,6,,,
2016,12,17,22,0,6.02,,,
2016,12,17,23,0,5.92,,,
2016,12,18,0,0,5.66,,,
2016,12,18,1,0,5.08,,,
2016,12,18,2,0,4.57,,,
2016,12,18,3,0,3.86,,,
2016,12,18,4,0,3.46,,,
2016,12,18,5,0,3.18,,,
2016,12,18,6,0,2.87,,,
2016,12,18,7,0,2.69,,,
2016,12,18,8,0,2.43,,,
2016,12,18,9,0,2.38,,,
2016,12,18,10,0,2.74,,,
2016,12,18,11,0,3.73,,,
2016,12,18,12,0,4.96,,,
2016,12,18,13,0,4.62,,,
2016,12,18,14,0,5.58,,,
2016,12,18,15,0,5.86,,,
2016,12,18,16,0,5.3,,,
2016,12,18,17,0,4.09,,,
2016,12,18,18,0,3.31,,,
2016,12,18,19,0,3.13,,,
2016,12,18,20,0,2.6,,,
2016,12,18,21,0,2.17,,,
2016,12,18,22,0,1.64,,,
2016,12,18,23,0,1.35,,,
2016,12,19,0,0,1.33,,,
2016,12,19,1,0,1.39,,,
2016,12,19,2,0,1.47,,,
2016,12,19,3,0,1.07,,,
2016,12,19,4,0,0.95,,,
2016,12,19,5,0,0.65,,,
2016,12,19,6,0,0.34,,,
2016,12,19,7,0,-0.05,,,
2016,12,19,8,0,-0.67,,,
2016,12,19,9,0,-0.52,,,
2016,12,19,10,0,0.48,,,
2016,12,19,11,0,1.96,,,
2016,12,19,12,0,3.21,,,
2016,12,19,13,0,5.96,,,
2016,12,19,14,0,6.59,,,
2016,12,19,15,0,6.8,,,
2016,12,19,16,0,6.69,,,
2016,12,19,17,0,5.79,,,
2016,12,19,18,0,4.17,,,
2016,12,19,19,0,2.63,,,
2016,12,19,20,0,1.8,,,
2016,12,19,21,0,1.4,,,
2016,12,19,22,0,1.07,,,
2016,12,19,23,0,0.61,,,
2016,12,20,0,0,0.36,,,
2016,12,20,1,0,0.35,,,
2016,12,20,2,0,0.07,,,
2016,12,20,3,0,-0.49,,,
2016,12,20,4,0,-0.94,,,
2016,12,20,5,0,-1.94,,,
2016,12,20,6,0,-2.41,,,
2016,12,20,7,0,-2.43,,,
2016,12,20,8,0,-2.05,,,
2016,12,20,9,0,-1.49,,,
2016,12,20,10,0,0.52,,,
2016,12,20,11,0,1.26,,,
2016,12,20,12,0,1.87,,,
2016,12,20,13,0,5.28,,,
2016,12,20,14,0,6.01,,,
2016,12,20,15,0,6.32,,,
2016,12,20,16,0,5.84,,,
2016,12,20,17,0,3.43,,,
2016,12,20,18,0,2.38,,,
2016,12,20,19,0,2.16,,,
2016,12,20,20,0,1.92,,,
2016,12,20,21,0,2,,,
2016,12,20,22,0,2.13,,,
2016,12,20,23,0,2.19,,,
2016,12,21,0,0,2.04,,,
2016,12,21,1,0,2.31,,,
2016,12,21,2,0,2.43,,,
2016,12,21,3,0,2.64,,,
2016,12,21,4,0,2.37,,,
2016,12,21,5,0,2.25,,,
2016,12,21,6,0,2.19,,,
2016,12,21,7,0,2.03,,,
2016,12,21,8,0,1.21,,,
2016,12,21,9,0,1.49,,,
2016,12,21,10,0,2.37,,,
2016,12,21,11,0,3.26,,,
2016,12,21,12,0,4.18,,,
2016,12,21,13,0,4.84,,,
2016,12,21,14,0,5.74,,,
2016,12,21,15,0,6.2,,,
2016,12,21,16,0,6.02,,,
2016,12,21,17,0,5.86,,,
2016,12,21,18,0,5.84,,,
2016,12,21,19,0,5.39,,,
2016,12,21,20,0,4.63,,,
2016,12,21,21,0,3.87,,,
2016,12,21,22,0,3.06,,,
2016,12,21,23,0,3.2,,,
2016,12,22,0,0,4.01,,,
2016,12,22,1,0,4.26,,,
2016,12,22,2,0,4.19,,,
2016,12,22,3,0,4.32,,,
2016,12,22,4,0,4.74,,,
2016,12,22,5,0,4.15,,,
2016,12,22,6,0,2.73,,,
2016,12,22,7,0,2.12,,,
2016,12,22,8,0,2,,,
2016,12,22,9,0,2.26,,,
2016,12,22,10,0,2.97,,,
2016,12,22,11,0,3.81,,,
2016,12,22,12,0,4.68,,,
2016,12,22,13,0,6.64,,,
2016,12,22,14,0,8.02,,,
2016,12,22,15,0,8.49,,,
2016,12,22,16,0,8.46,,,
2016,12,22,17,0,8.26,,,
2016,12,22,18,0,8.11,,,
2016,12,22,19,0,7.78,,,
2016,12,22,20,0,7.89,,,
2016,12,22,21,0,7.77,,,
2016,12,22,22,0,7.61,,,
2016,12,22,23,0,7.64,,,
2016,12,23,0,0,6.85,,,
2016,12,23,1,0,6.9,,,
2016,12,23,2,0,6.99,,,
2016,12,23,3,0,6.71,,,
2016,12,23,4,0,6.16,,,
2016,12,23,5,0,5.99,,,
2016,12,23,6,0,5.91,,,
2016,12,23,7,0,5.67,,,
2016,12,23,8,0,5.19,,,
2016,12,23,9,0,5.05,,,
2016,12,23,10,0,5.57,,,
2016,12,23,11,0,6.48,,,
2016,12,23,12,0,7.57,,,
2016,12,23,13,0,6.59,,,
2016,12,23,14,0,7.38,,,
2016,12,23,15,0,7.99,,,
2016,12,23,16,0,7.84,,,
2016,12,23,17,0,7.25,,,
2016,12,23,18,0,7.06,,,
2016,12,23,19,0,6.91,,,
2016,12,23,20,0,6.74,,,
2016,12,23,21,0,6.81,,,
2016,12,23,22,0,6.54,,,
2016,12,23,23,0,6.31,,,
2016,12,24,0,0,6.57,,,
2016,12,24,1,0,6.31,,,
2016,12,24,2,0,6.65,,,
2016,12,24,3,0,6.24,,,
2016,12,24,4,0,6.2,,,
2016,12,24,5,0,6.16,,,
2016,12,24,6,0,5.29,,,
2016,12,24,7,0,4.86,,,
2016,12,24,8,0,5.75,,,
2016,12,24,9,0,7.35,,,
2016,12,24,10,0,9.08,,,
2016,12,24,11,0,10.53,,,
2016,12,24,12,0,10.38,,,
2016,12,24,13,0,11.08,,,
2016,12,24,14,0,9.63,,,
2016,12,24,15,0,9.51,,,
2016,12,24,16,0,8.61,,,
2016,12,24,17,0,8,,,
2016,12,24,18,0,7.56,,,
2016,12,24,19,0,7.22,,,
2016,12,24,20,0,6.99,,,
2016,12,24,21,0,6.83,,,
2016,12,24,22,0,6.98,,,
2016,12,24,23,0,6.56,,,
2016,12,25,0,0,6.52,,,
2016,12,25,1,0,6.08,,,
2016,12,25,2,0,6.22,,,
2016,12,25,3,0,6.31,,,
2016,12,25,4,0,6.5,,,
2016,12,25,5,0,6.53,,,
2016,12,25,6,0,6.49,,,
2016,12,25,7,0,6.73,,,
2016,12,25,8,0,6.83,,,
2016,12,25,9,0,6.54,,,
2016,12,25,10,0,7.64,,,
2016,12,25,11,0,8.9,,,
2016,12,25,12,0,9.54,,,
2016,12,25,13,0,9.88,,,
2016,12,25,14,0,10.46,,,
2016,12,25,15,0,10.78,,,
2016,12,25,16,0,10.69,,,
2016,12,25,17,0,9.9,,,
2016,12,25,18,0,9.33,,,
2016,12,25,19,0,8.53,,,
2016,12,25,20,0,7.49,,,
2016,12,25,21,0,7.22,,,
2016,12,25,22,0,6.97,,,
2016,12,25,23,0,7.04,,,
2016,12,26,0,0,7.02,,,
2016,12,26,1,0,6.89,,,
2016,12,26,2,0,6.92,,,
2016,12,26,3,0,6.69,,,
2016,12,26,4,0,6.54,,,
2016,12,26,5,0,6.57,,,
2016,12,26,6,0,6.42,,,
2016,12,26,7,0,6.56,,,
2016,12,26,8,0,6.66,,,
2016,12,26,9,0,7.03,,,
2016,12,26,10,0,9.43,,,
2016,12,26,11,0,11.87,,,
2016,12,26,12,0,11.88,,,
2016,12,26,13,0,10.44,,,
2016,12,26,14,0,10.69,,,
2016,12,26,15,0,11.27,,,
2016,12,26,16,0,10.68,,,
2016,12,26,17,0,9.96,,,
2016,12,26,18,0,9.83,,,
2016,12,26,19,0,9.47,,,
2016,12,26,20,0,9.11,,,
2016,12,26,21,0,8.59,,,
2016,12,26,22,0,6.96,,,
2016,12,26,23,0,5.57,,,
2016,12,27,0,0,5.51,,,
2016,12,27,1,0,5.15,,,
2016,12,27,2,0,4.58,,,
2016,12,27,3,0,3.46,,,
2016,12,27,4,0,2.48,,,
2016,12,27,5,0,1.52,,,
2016,12,27,6,0,0.78,,,
2016,12,27,7,0,0.5,,,
2016,12,27,8,0,-0.07,,,
2016,12,27,9,0,0.03,,,
2016,12,27,10,0,1.05,,,
2016,12,27,11,0,2.14,,,
2016,12,27,12,0,3.25,,,
2016,12,27,13,0,4.56,,,
2016,12,27,14,0,5.48,,,
2016,12,27,15,0,5.8,,,
2016,12,27,16,0,5.43,,,
2016,12,27,17,0,4.86,,,
2016,12,27,18,0,4.23,,,
2016,12,27,19,0,3.49,,,
2016,12,27,20,0,2.99,,,
2016,12,27,21,0,2.58,,,
2016,12,27,22,0,2.36,,,
2016,12,27,23,0,1.86,,,
2016,12,28,0,0,1.24,,,
2016,12,28,1,0,0.87,,,
2016,12,28,2,0,0.53,,,
2016,12,28,3,0,0.1,,,
2016,12,28,4,0,-0.05,,,
2016,12,28,5,0,-0.02,,,
2016,12,28,6,0,-0.12,,,
2016,12,28,7,0,-0.28,,,
2016,12,28,8,0,-0.47,,,
2016,12,28,9,0,-0.08,,,
2016,12,28,10,0,1.49,,,
2016,12,28,11,0,3,,,
2016,12,28,12,0,4.43,,,
2016,12,28,13,0,4.85,,,
2016,12,28,14,0,5.88,,,
2016,12,28,15,0,6.31,,,
2016,12,28,16,0,6.1,,,
2016,12,28,17,0,5.17,,,
2016,12,28,18,0,3.28,,,
2016,12,28,19,0,2.08,,,
2016,12,28,20,0,1.22,,,
2016,12,28,21,0,1.09,,,
2016,12,28,22,0,0.93,,,
2016,12,28,23,0,0.51,,,
2016,12,29,0,0,0.34,,,
2016,12,29,1,0,0.21,,,
2016,12,29,2,0,0.21,,,
2016,12,29,3,0,0.2,,,
2016,12,29,4,0,-0.13,,,
2016,12,29,5,0,-0.11,,,
2016,12,29,6,0,-0.31,,,
2016,12,29,7,0,-0.53,,,
2016,12,29,8,0,-0.66,,,
2016,12,29,9,0,-0.4,,,
2016,12,29,10,0,0.87,,,
2016,12,29,11,0,1.52,,,
2016,12,29,12,0,0.84,,,
2016,12,29,13,0,4.06,,,
2016,12,29,14,0,2.91,,,
2016,12,29,15,0,3.11,,,
2016,12,29,16,0,3.19,,,
2016,12,29,17,0,3.18,,,
2016,12,29,18,0,3.02,,,
2016,12,29,19,0,2.53,,,
2016,12,29,20,0,2.47,,,
2016,12,29,21,0,1.81,,,
2016,12,29,22,0,1.03,,,
2016,12,29,23,0,1.15,,,
2016,12,30,0,0,0.12,,,
2016,12,30,1,0,-0.27,,,
2016,12,30,2,0,-0.61,,,
2016,12,30,3,0,-0.8,,,
2016,12,30,4,0,-0.82,,,
2016,12,30,5,0,-0.89,,,
2016,12,30,6,0,-1.05,,,
2016,12,30,7,0,-1.27,,,
2016,12,30,8,0,-1.42,,,
2016,12,30,9,0,-1.17,,,
2016,12,30,10,0,0.17,,,
2016,12,30,11,0,1.92,,,
2016,12,30,12,0,2.87,,,
2016,12,30,13,0,4.31,,,
